val;C0;C5;C10;C15;C20;C25;C30;C35;C40;C45;C50;C55;C60;C65;C70;C75;C80;C85;C90;C95;C100;C105;C110;C115;C120;C125;C130;C135;C140;C145;C150;C155;C160;C165;C170;C175;C180
90,00;7,70;8,48;8,70;7,16;5,87;5,93;6,72;7,94;8,69;6,72;8,64;9,80;10,63;7,61;5,52;3,84;2,45;1,54;1,47;1,25;0,98;0,91;0,91;0,91;0,84;0,70;0,70;0,77;0,56;0,56;0,41;0,41;0,36;0,28;0,28;0,28;0,27
91,00;7,21;8,03;7,75;6,45;5,43;5,43;6,12;6,87;8,30;6,05;6,52;8,43;9,59;6,67;4,49;3,27;2,04;1,43;1,29;1,02;0,95;0,89;0,89;0,89;0,89;0,75;0,67;0,67;0,54;0,54;0,40;0,40;0,40;0,40;0,34;0,27;0,27
92,00;6,52;7,34;7,27;6,05;5,23;5,23;5,85;6,19;7,68;5,65;5,98;7,61;8,09;5,98;3,94;3,20;1,76;1,36;1,22;1,02;0,89;0,89;0,89;0,89;0,95;0,75;0,67;0,75;0,54;0,54;0,47;0,40;0,40;0,40;0,34;0,40;0,27
93,00;5,98;6,67;6,67;5,85;5,10;4,96;5,50;5,43;6,72;5,37;5,65;7,21;7,27;5,65;3,54;2,72;1,56;1,36;1,22;0,95;0,89;0,95;0,89;0,89;0,95;0,82;0,67;0,67;0,54;0,54;0,54;0,54;0,40;0,40;0,40;0,40;0,40
94,00;5,43;6,05;6,19;5,50;4,89;4,83;5,16;5,10;5,50;5,03;5,30;6,80;6,87;5,37;3,47;2,18;1,56;1,29;1,16;0,95;0,95;0,95;0,95;1,02;0,95;0,82;0,67;0,67;0,67;0,62;0,54;0,54;0,47;0,40;0,40;0,40;0,40
95,00;5,03;5,43;5,50;5,23;4,76;4,69;4,83;4,83;5,03;4,76;5,03;6,25;6,59;5,03;3,40;1,98;1,43;1,29;1,22;0,95;0,95;0,95;1,02;1,02;1,02;0,89;0,82;0,75;0,67;0,67;0,54;0,54;0,54;0,54;0,47;0,40;0,40
96,00;4,62;4,96;5,03;4,96;4,69;4,69;4,76;4,62;4,62;4,42;4,62;5,85;6,32;4,89;3,27;1,98;1,49;1,36;1,16;0,95;1,02;1,09;1,02;1,02;1,02;0,89;0,82;0,82;0,67;0,67;0,62;0,54;0,54;0,54;0,47;0,54;0,40
97,00;4,49;4,69;4,83;4,76;4,69;4,56;4,62;4,42;4,42;4,14;4,34;5,71;5,98;4,62;3,20;2,04;1,43;1,29;1,09;0,95;1,16;1,09;1,02;1,09;1,09;0,89;0,82;0,82;0,82;0,67;0,67;0,62;0,54;0,54;0,54;0,54;0,54
98,00;4,34;4,49;4,69;4,76;4,62;4,49;4,34;4,21;4,21;3,94;4,08;5,58;5,58;4,29;3,40;2,24;1,49;1,29;1,16;0,95;1,16;1,16;1,02;1,09;1,09;0,95;0,89;0,89;0,82;0,75;0,67;0,67;0,62;0,54;0,54;0,54;0,54
99,00;4,34;4,42;4,56;4,56;4,56;4,29;4,21;4,01;3,94;3,67;3,94;5,30;5,10;4,21;3,54;2,11;1,63;1,36;1,22;0,95;1,16;1,16;1,09;1,09;1,16;1,02;0,95;0,89;0,82;0,82;0,67;0,67;0,67;0,67;0,62;0,54;0,54
100,00;4,08;4,14;4,34;4,34;4,29;4,08;4,01;3,74;3,74;3,54;3,60;4,69;4,76;4,34;3,87;2,18;1,84;1,36;1,16;0,95;1,22;1,22;1,16;1,16;1,16;1,02;0,95;0,95;0,82;0,82;0,75;0,67;0,67;0,67;0,62;0,67;0,54
101,00;3,94;4,01;4,14;4,14;4,01;3,87;3,81;3,67;3,54;3,40;3,40;4,08;4,83;4,42;3,94;2,24;1,70;1,56;1,16;0,95;1,22;1,22;1,16;1,16;1,16;1,09;1,02;0,95;0,95;0,82;0,82;0,75;0,67;0,67;0,67;0,67;0,67
102,00;3,67;3,74;3,87;3,87;3,81;3,60;3,60;3,47;3,33;3,13;3,13;3,81;4,62;4,56;4,01;2,45;1,63;1,49;1,09;1,09;1,29;1,22;1,16;1,16;1,16;1,16;1,09;1,02;0,95;0,89;0,82;0,82;0,75;0,67;0,67;0,67;0,67
103,00;3,40;3,60;3,74;3,67;3,60;3,40;3,40;3,27;3,13;3,00;2,92;3,54;4,49;4,83;3,94;2,72;1,84;1,49;1,09;1,09;1,36;1,22;1,16;1,22;1,16;1,16;1,09;1,02;0,95;0,95;0,82;0,82;0,82;0,67;0,67;0,67;0,67
104,00;3,27;3,33;3,47;3,40;3,40;3,20;3,13;3,00;2,92;2,92;2,92;3,47;4,08;5,10;4,08;3,13;2,04;1,36;1,02;1,16;1,49;1,36;1,29;1,22;1,29;1,16;1,09;1,09;0,95;0,95;0,89;0,82;0,82;0,82;0,75;0,82;0,67
105,00;3,00;3,05;3,20;3,27;3,13;3,00;2,92;2,85;2,78;2,92;2,92;3,13;3,74;5,37;4,08;3,05;2,18;1,36;1,09;1,22;1,43;1,43;1,29;1,29;1,29;1,29;1,16;1,09;1,09;0,95;0,95;0,89;0,82;0,82;0,82;0,82;0,67
106,00;2,72;2,85;2,92;3,05;2,92;2,85;2,78;2,78;3,13;2,85;2,72;2,78;3,74;5,37;4,01;3,47;2,24;1,43;1,09;1,22;1,49;1,36;1,29;1,29;1,29;1,29;1,22;1,16;1,09;1,02;0,95;0,95;0,89;0,82;0,82;0,82;0,82
107,00;2,58;2,72;2,78;2,85;2,78;2,78;2,78;2,65;2,72;2,65;2,58;2,65;3,40;5,30;4,21;3,33;2,38;1,49;1,16;1,29;1,63;1,36;1,29;1,29;1,29;1,29;1,22;1,16;1,09;1,02;0,95;0,95;0,95;0,82;0,82;0,82;0,82
108,00;2,58;2,65;2,72;2,78;2,92;2,78;2,72;2,65;2,72;2,51;2,51;2,58;3,05;5,03;4,29;3,20;2,72;1,56;1,22;1,22;1,49;1,36;1,29;1,36;1,36;1,29;1,22;1,16;1,09;1,09;0,95;0,95;0,95;0,95;0,89;0,89;0,82
109,00;2,58;2,65;2,78;2,78;2,78;2,65;2,58;2,51;2,58;2,45;2,38;2,38;2,85;4,49;4,34;3,33;2,72;1,70;1,36;1,29;1,43;1,36;1,36;1,36;1,36;1,29;1,22;1,22;1,09;1,09;1,09;0,95;0,95;0,95;0,95;0,95;0,82
110,00;2,58;2,58;2,65;2,72;2,65;2,51;2,45;2,38;2,58;2,38;2,38;2,18;2,78;3,87;4,34;3,40;3,27;1,91;1,36;1,29;1,29;1,36;1,36;1,43;1,43;1,36;1,29;1,22;1,22;1,16;1,09;1,02;0,95;0,95;0,95;0,95;0,95
111,00;2,45;2,51;2,58;2,58;2,51;2,31;2,31;2,24;2,45;2,38;2,38;2,18;2,65;3,54;4,21;3,40;3,13;1,84;1,49;1,22;1,29;1,36;1,43;1,43;1,43;1,43;1,29;1,29;1,22;1,16;1,09;1,09;1,02;0,95;0,95;0,95;0,95
112,00;2,31;2,31;2,45;2,38;2,31;2,18;2,18;2,18;2,31;2,31;2,18;2,04;2,58;3,40;3,94;3,47;3,13;2,51;1,56;1,22;1,36;1,36;1,43;1,43;1,43;1,43;1,36;1,29;1,22;1,16;1,09;1,09;1,09;0,95;0,95;0,95;0,95
113,00;2,04;2,11;2,24;2,18;2,04;1,91;2,04;2,04;2,31;2,31;2,04;1,98;2,38;3,33;3,54;3,74;3,20;2,45;2,04;1,29;1,36;1,43;1,43;1,43;1,43;1,43;1,36;1,29;1,22;1,22;1,22;1,09;1,09;1,09;1,02;1,02;0,95
114,00;1,76;1,91;1,98;1,91;1,91;1,76;1,84;1,98;2,24;2,24;2,04;1,98;2,24;3,47;3,33;3,54;3,40;2,18;1,70;1,29;1,36;1,43;1,43;1,43;1,43;1,43;1,36;1,36;1,29;1,22;1,22;1,09;1,09;1,09;1,09;1,09;0,95
115,00;1,76;1,76;1,84;1,76;1,84;1,70;1,84;1,91;2,04;2,04;1,91;2,04;2,18;4,08;3,60;3,87;3,87;2,31;1,56;1,36;1,36;1,43;1,56;1,49;1,49;1,43;1,43;1,36;1,36;1,29;1,22;1,16;1,09;1,09;1,09;1,09;1,09
116,00;1,63;1,63;1,70;1,70;1,70;1,63;1,70;1,84;2,04;2,04;1,84;2,04;2,24;4,42;4,29;4,76;4,08;2,18;1,56;1,43;1,36;1,43;1,56;1,56;1,49;1,49;1,43;1,43;1,36;1,29;1,22;1,22;1,09;1,09;1,09;1,09;1,09
117,00;1,49;1,56;1,56;1,63;1,56;1,56;1,70;1,76;1,98;2,04;1,76;2,11;2,45;5,23;4,49;7,27;4,34;1,84;1,63;1,49;1,36;1,43;1,56;1,56;1,56;1,56;1,43;1,43;1,36;1,36;1,22;1,22;1,16;1,09;1,09;1,09;1,09
118,00;1,36;1,49;1,49;1,49;1,56;1,63;1,63;1,76;1,91;2,51;1,84;2,38;3,13;5,98;4,69;7,48;3,47;1,63;1,63;1,36;1,43;1,43;1,56;1,56;1,56;1,56;1,49;1,43;1,36;1,36;1,22;1,22;1,22;1,16;1,09;1,09;1,09
119,00;1,36;1,36;1,43;1,49;1,56;1,56;1,70;1,76;2,11;2,72;2,11;2,72;3,67;5,92;3,60;4,56;2,51;1,43;1,49;1,36;1,43;1,49;1,49;1,56;1,63;1,56;1,56;1,43;1,43;1,36;1,36;1,22;1,22;1,22;1,16;1,09;1,09
120,00;1,36;1,43;1,43;1,49;1,43;1,49;1,70;1,70;2,04;2,51;2,18;3,47;3,94;5,65;2,78;3,20;2,04;1,43;1,56;1,36;1,43;1,49;1,56;1,63;1,63;1,70;1,56;1,49;1,43;1,43;1,36;1,29;1,22;1,22;1,16;1,22;1,09
121,00;1,36;1,36;1,36;1,43;1,43;1,49;1,56;1,70;2,04;2,18;2,72;3,60;6,72;4,14;2,38;2,31;1,84;1,56;1,49;1,36;1,43;1,43;1,56;1,63;1,63;1,70;1,56;1,56;1,49;1,43;1,36;1,36;1,22;1,22;1,22;1,22;1,22
122,00;1,36;1,36;1,43;1,43;1,43;1,49;1,56;2,04;2,58;2,18;2,65;2,85;5,78;3,13;2,31;2,18;1,84;1,84;1,49;1,36;1,43;1,43;1,56;1,56;1,56;1,63;1,56;1,56;1,49;1,43;1,36;1,36;1,29;1,22;1,22;1,22;1,22
123,00;1,22;1,22;1,29;1,43;1,43;1,49;1,70;2,72;2,72;2,38;2,45;2,51;3,81;2,85;2,31;2,38;2,04;1,76;1,43;1,29;1,43;1,43;1,56;1,56;1,56;1,63;1,56;1,56;1,49;1,49;1,36;1,36;1,29;1,22;1,22;1,22;1,22
124,00;1,22;1,29;1,29;1,43;1,49;1,63;2,18;3,13;2,65;2,38;2,18;2,45;3,20;2,65;2,65;3,13;2,45;1,63;1,43;1,29;1,36;1,43;1,49;1,56;1,56;1,63;1,56;1,56;1,49;1,49;1,36;1,36;1,36;1,22;1,22;1,22;1,22
125,00;1,36;1,29;1,29;1,49;1,56;2,38;3,13;2,45;2,58;2,38;2,31;2,58;2,92;2,31;3,13;2,92;2,38;1,43;1,36;1,29;1,36;1,43;1,49;1,56;1,56;1,63;1,63;1,56;1,49;1,49;1,43;1,36;1,36;1,29;1,29;1,22;1,22
126,00;1,36;1,36;1,43;1,84;2,38;3,27;3,20;2,58;2,51;2,58;2,38;2,65;3,05;1,98;3,87;2,31;1,84;1,36;1,29;1,29;1,36;1,43;1,49;1,49;1,56;1,70;1,63;1,56;1,56;1,49;1,43;1,36;1,36;1,36;1,29;1,22;1,22
127,00;1,91;1,98;1,91;3,13;3,40;3,20;2,65;2,58;2,45;2,85;2,38;2,78;4,29;1,76;2,92;1,76;1,56;1,29;1,29;1,29;1,29;1,36;1,49;1,49;1,56;1,70;1,63;1,56;1,56;1,49;1,49;1,36;1,36;1,36;1,29;1,36;1,22
128,00;2,58;2,51;2,85;3,54;3,27;2,31;2,72;2,45;2,38;2,31;2,65;2,65;3,05;1,76;2,11;1,56;1,36;1,29;1,29;1,29;1,29;1,36;1,49;1,56;1,56;1,63;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,22
129,00;2,72;2,92;2,92;2,85;2,58;2,58;2,58;2,31;2,18;2,11;2,31;2,18;2,58;1,70;1,84;1,49;1,29;1,22;1,22;1,29;1,36;1,43;1,49;1,56;1,56;1,63;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
130,00;2,04;2,04;2,51;2,45;2,45;2,45;2,24;2,18;2,38;1,98;2,04;1,76;2,04;1,63;1,56;1,43;1,29;1,22;1,29;1,29;1,29;1,43;1,49;1,56;1,56;1,63;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
131,00;2,18;2,11;2,24;2,45;2,38;2,11;2,18;2,38;1,76;1,76;2,04;1,56;1,70;1,49;1,43;1,29;1,22;1,16;1,29;1,29;1,36;1,43;1,49;1,56;1,56;1,63;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
132,00;1,91;2,11;2,18;1,98;1,91;2,11;2,38;1,98;1,76;1,63;1,98;1,36;1,49;1,43;1,43;1,29;1,22;1,16;1,29;1,29;1,36;1,43;1,49;1,56;1,63;1,63;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
133,00;1,63;1,70;1,76;1,91;1,98;2,18;2,38;1,70;1,76;1,76;1,56;1,36;1,43;1,36;1,36;1,22;1,22;1,16;1,22;1,29;1,36;1,43;1,49;1,56;1,63;1,63;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
134,00;1,76;1,63;1,70;1,91;2,18;2,31;1,91;1,76;1,49;1,76;1,49;1,22;1,36;1,36;1,29;1,22;1,22;1,16;1,22;1,29;1,36;1,43;1,49;1,56;1,63;1,63;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
135,00;1,76;1,70;1,91;2,11;2,31;1,76;1,63;1,70;1,49;1,43;1,43;1,22;1,29;1,29;1,29;1,22;1,22;1,16;1,22;1,36;1,36;1,49;1,49;1,63;1,63;1,63;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
136,00;2,18;2,04;2,24;2,31;1,98;1,63;1,76;1,49;1,70;1,43;1,29;1,22;1,22;1,29;1,22;1,22;1,16;1,16;1,22;1,36;1,36;1,49;1,56;1,63;1,63;1,70;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
137,00;1,49;1,91;1,84;1,49;1,56;1,76;1,49;1,56;1,76;1,43;1,43;1,63;1,22;1,22;1,22;1,16;1,16;1,22;1,22;1,36;1,43;1,49;1,56;1,63;1,70;1,70;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
138,00;1,36;1,36;1,43;1,49;1,63;1,49;1,36;1,56;1,49;1,36;1,36;1,36;1,16;1,56;1,16;1,16;1,16;1,22;1,22;1,29;1,43;1,49;1,56;1,63;1,70;1,76;1,63;1,63;1,56;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
139,00;1,49;1,43;1,49;1,56;1,43;1,29;1,43;1,36;1,43;1,16;1,16;1,22;1,16;1,98;1,16;1,16;1,16;1,16;1,22;1,29;1,43;1,49;1,56;1,63;1,70;1,63;1,63;1,63;1,49;1,49;1,49;1,49;1,36;1,36;1,36;1,36;1,36
140,00;1,22;1,43;1,36;1,22;1,29;1,43;1,56;1,29;1,29;1,16;1,16;1,22;1,22;1,91;1,16;1,16;1,16;1,16;1,22;1,29;1,43;1,49;1,56;1,63;1,63;1,63;1,63;1,63;1,56;1,49;1,49;1,49;1,36;1,36;1,36;1,36;1,36
141,00;1,09;1,09;1,16;1,16;1,22;1,36;1,29;1,29;1,16;1,09;1,02;1,09;1,22;1,56;1,16;1,16;1,16;1,22;1,22;1,29;1,43;1,49;1,56;1,63;1,63;1,63;1,63;1,63;1,56;1,49;1,49;1,49;1,36;1,36;1,36;1,36;1,36
142,00;1,09;1,09;1,09;1,22;1,36;1,22;1,29;1,09;1,02;1,02;1,02;1,09;1,16;1,22;1,16;1,16;1,16;1,22;1,22;1,29;1,43;1,49;1,56;1,56;1,63;1,63;1,63;1,63;1,56;1,49;1,49;1,43;1,36;1,36;1,36;1,36;1,36
143,00;1,22;1,16;1,16;1,16;1,16;1,22;1,22;1,09;1,02;1,09;1,02;1,02;1,09;1,16;1,09;1,16;1,16;1,22;1,22;1,29;1,36;1,43;1,49;1,56;1,56;1,63;1,63;1,56;1,56;1,49;1,49;1,43;1,36;1,36;1,36;1,36;1,36
144,00;1,09;1,09;1,09;1,09;1,16;1,22;1,09;1,02;1,02;1,22;1,02;1,02;1,02;1,09;1,09;1,16;1,16;1,16;1,22;1,22;1,36;1,36;1,43;1,56;1,56;1,56;1,56;1,56;1,49;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
145,00;1,09;1,09;1,09;1,09;1,16;1,02;1,02;1,02;1,02;1,09;1,02;1,02;1,02;1,02;1,09;1,02;1,16;1,16;1,22;1,22;1,29;1,36;1,43;1,49;1,56;1,56;1,56;1,49;1,49;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
146,00;1,09;1,09;1,02;1,02;0,95;0,95;0,95;0,95;1,02;1,02;1,09;1,09;1,02;1,02;1,02;1,09;1,16;1,16;1,16;1,22;1,29;1,36;1,43;1,49;1,56;1,56;1,49;1,49;1,49;1,49;1,49;1,36;1,36;1,36;1,36;1,36;1,36
147,00;0,82;0,95;0,89;0,89;0,89;0,95;0,95;0,95;1,02;1,02;1,09;1,09;1,02;1,02;1,02;1,02;1,16;1,16;1,16;1,22;1,29;1,36;1,43;1,49;1,56;1,49;1,49;1,49;1,49;1,49;1,43;1,36;1,36;1,36;1,36;1,36;1,36
148,00;0,82;0,82;0,82;0,82;0,89;0,95;0,95;0,95;1,02;1,02;1,02;1,16;1,22;1,02;1,02;1,02;1,09;1,09;1,16;1,22;1,29;1,36;1,36;1,43;1,56;1,49;1,43;1,49;1,49;1,43;1,43;1,36;1,36;1,36;1,36;1,36;1,36
149,00;0,82;0,82;0,82;0,82;0,89;0,89;0,95;0,95;1,02;0,95;0,95;1,09;1,09;1,02;1,02;1,02;1,09;1,09;1,09;1,16;1,22;1,29;1,29;1,36;1,43;1,43;1,43;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36
150,00;0,82;0,82;0,82;0,82;0,82;0,89;0,89;0,89;0,89;0,89;0,89;0,95;1,02;0,95;1,02;0,95;1,02;1,09;1,09;1,09;1,16;1,22;1,29;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,36
151,00;0,67;0,75;0,75;0,82;0,82;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,95;0,89;0,95;0,95;0,95;1,02;1,09;1,16;1,16;1,22;1,22;1,29;1,36;1,36;1,36;1,36;1,36;1,36;1,36;1,29;1,29;1,29;1,36;1,36
152,00;0,67;0,67;0,75;0,82;0,82;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,95;0,95;1,02;1,09;1,09;1,16;1,22;1,29;1,22;1,29;1,36;1,29;1,36;1,29;1,29;1,29;1,22;1,29;1,29;1,36
153,00;0,67;0,67;0,67;0,82;0,82;0,95;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,95;0,95;0,95;1,02;1,09;1,16;1,16;1,16;1,22;1,22;1,22;1,22;1,22;1,22;1,22;1,22;1,22;1,22;1,22;1,36
154,00;0,67;0,67;0,67;0,67;0,82;0,95;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,82;0,89;0,82;0,82;0,89;0,89;0,95;1,02;1,09;1,09;1,09;1,16;1,22;1,22;1,22;1,22;1,22;1,22;1,22;1,16;1,22;1,22;1,22;1,22
155,00;0,67;0,67;0,67;0,67;0,82;0,89;0,82;0,89;0,89;0,89;0,82;0,82;0,82;0,82;0,82;0,82;0,82;0,82;0,89;0,95;0,95;1,02;1,02;1,09;1,16;1,09;1,16;1,22;1,16;1,22;1,16;1,16;1,16;1,16;1,16;1,16;1,22
156,00;0,67;0,67;0,67;0,67;0,75;0,82;0,82;0,89;0,89;0,82;0,82;0,82;0,75;0,82;0,75;0,82;0,82;0,82;0,82;0,89;0,95;1,02;1,02;1,09;1,09;1,09;1,16;1,09;1,16;1,16;1,16;1,16;1,16;1,16;1,16;1,16;1,22
157,00;0,67;0,67;0,67;0,67;0,67;0,82;0,82;0,89;0,89;0,75;0,75;0,75;0,75;0,75;0,75;0,82;0,82;0,82;0,82;0,89;0,95;0,95;1,02;1,09;1,02;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,16;1,09;1,09
158,00;0,54;0,62;0,67;0,67;0,67;0,82;0,82;0,82;0,82;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,82;0,82;0,82;0,82;0,89;0,95;1,02;1,02;1,02;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,02;1,09;1,09;1,09;1,09
159,00;0,54;0,54;0,67;0,67;0,67;0,75;0,75;0,82;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,82;0,82;0,82;0,89;0,95;0,95;0,95;1,02;1,02;1,02;1,02;1,02;1,02;1,02;1,02;1,02;1,02;1,02;1,09;1,09
160,00;0,54;0,54;0,62;0,67;0,67;0,67;0,75;0,82;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,67;0,75;0,82;0,82;0,82;0,89;0,95;0,95;0,95;0,95;0,95;1,02;1,02;1,02;1,02;1,02;0,95;1,02;0,95;1,02;0,95;1,09
161,00;0,54;0,54;0,62;0,67;0,67;0,67;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,67;0,75;0,75;0,82;0,82;0,82;0,89;0,89;0,95;0,95;0,95;0,95;0,95;0,95;0,95;0,95;0,95;0,95;0,95;0,95;0,95;0,95
162,00;0,54;0,54;0,54;0,62;0,67;0,67;0,67;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,67;0,67;0,67;0,75;0,75;0,82;0,82;0,89;0,89;0,89;0,89;0,95;0,95;0,95;0,95;0,95;0,89;0,95;0,89;0,95;0,95;0,95;0,95
163,00;0,54;0,54;0,54;0,54;0,67;0,67;0,67;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,75;0,67;0,75;0,75;0,75;0,82;0,82;0,82;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,95
164,00;0,54;0,54;0,54;0,54;0,62;0,67;0,67;0,67;0,75;0,75;0,75;0,75;0,75;0,67;0,67;0,67;0,75;0,75;0,75;0,82;0,82;0,82;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,89;0,95
165,00;0,40;0,47;0,54;0,54;0,54;0,62;0,62;0,67;0,67;0,75;0,75;0,75;0,67;0,67;0,67;0,67;0,67;0,75;0,75;0,82;0,82;0,82;0,82;0,82;0,89;0,89;0,89;0,82;0,89;0,82;0,82;0,82;0,82;0,82;0,82;0,82;0,95
166,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
167,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
168,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
169,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
170,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
171,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
172,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
173,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
174,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
175,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
176,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
177,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
178,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
179,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
